Year,Month,Day,Hour,Tair,Tdew,RelH,WndS,WndD,Pres
2016,9,21,19,18.3,12.4,68.0,13.0,250.0,1009.0
2016,9,21,20,17.2,12.8,75.0,12.0,250.0,1009.4
2016,9,21,21,16.3,12.7,79.0,10.0,250.0,1009.2
2016,9,21,22,15.6,12.9,84.0,13.0,240.0,1009.3
2016,9,21,23,15.3,12.8,85.0,13.0,240.0,1009.2
2016,9,22,0,15.6,12.4,81.0,13.0,260.0,1009.0
2016,9,22,1,15.4,10.8,74.0,14.0,280.0,1009.2
2016,9,22,2,15.5,10.5,72.0,11.0,290.0,1008.9
2016,9,22,3,14.7,10.2,74.0,10.0,280.0,1008.8
2016,9,22,4,14.1,10.0,76.0,13.0,250.0,1009.0
2016,9,22,5,13.9,10.4,79.0,12.0,270.0,1009.8
2016,9,22,6,13.9,11.1,83.0,18.0,260.0,1010.6
2016,9,22,7,13.8,11.0,83.0,14.0,260.0,1011.0
2016,9,22,8,16.0,11.4,74.0,14.0,280.0,1011.3
2016,9,22,9,17.2,9.2,59.0,19.0,310.0,1011.9
2016,9,22,10,18.2,5.9,44.0,19.0,300.0,1012.0
2016,9,22,11,18.3,7.2,48.0,23.0,320.0,1011.8
2016,9,22,12,18.5,6.5,45.0,25.0,290.0,1011.6
2016,9,22,13,17.2,5.9,47.0,26.0,320.0,1011.4
2016,9,22,14,17.3,8.5,56.0,22.0,320.0,1011.8
2016,9,22,15,16.8,8.8,59.0,18.0,340.0,1011.8
2016,9,22,16,16.3,8.6,60.0,18.0,320.0,1012.5
2016,9,22,17,14.9,9.3,69.0,12.0,340.0,1012.9
2016,9,22,18,13.1,8.8,75.0,8.0,320.0,1013.3
2016,9,22,19,11.2,8.4,83.0,6.0,350.0,1013.2
2016,9,22,20,11.1,9.2,88.0,4.0,290.0,1013.7
2016,9,22,21,12.5,9.4,81.0,8.0,250.0,1013.9
2016,9,22,22,11.6,9.2,85.0,5.0,280.0,1013.8
2016,9,22,23,11.5,8.9,84.0,4.0,200.0,1013.3
2016,9,23,0,11.2,9.3,88.0,4.0,90.0,1013.2
2016,9,23,1,12.2,10.3,88.0,3.0,180.0,1013.1
2016,9,23,2,12.3,10.2,87.0,5.0,220.0,1012.8
2016,9,23,3,12.5,10.8,89.0,7.0,220.0,1012.2
2016,9,23,4,12.9,9.8,81.0,7.0,250.0,1012.2
2016,9,23,5,12.0,10.4,90.0,4.0,160.0,1011.7
2016,9,23,6,13.2,11.6,90.0,11.0,240.0,1012.7
2016,9,23,7,12.4,11.5,94.0,11.0,250.0,1012.6
2016,9,23,8,12.3,11.1,92.0,5.0,200.0,1011.7
2016,9,23,9,12.6,11.5,93.0,9.0,180.0,1011.0
2016,9,23,10,12.9,11.7,92.0,14.0,150.0,1010.1
2016,9,23,11,12.9,12.0,94.0,8.0,120.0,1009.4
2016,9,23,12,12.8,12.0,95.0,9.0,120.0,1008.1
2016,9,23,13,13.6,13.0,96.0,10.0,180.0,1006.8
2016,9,23,14,13.9,13.1,95.0,11.0,220.0,1006.0
2016,9,23,15,13.7,12.9,95.0,16.0,240.0,1005.4
2016,9,23,16,13.1,12.3,95.0,16.0,360.0,1005.3
2016,9,23,17,12.0,11.2,95.0,22.0,10.0,1005.8
2016,9,23,18,11.0,10.2,95.0,22.0,360.0,1006.8
2016,9,23,19,10.7,9.8,94.0,16.0,10.0,1007.2
2016,9,23,20,10.5,8.8,89.0,15.0,360.0,1007.7
2016,9,23,21,9.8,7.2,84.0,14.0,360.0,1008.0
2016,9,23,22,9.4,6.2,80.0,10.0,350.0,1008.0
2016,9,23,23,9.2,5.4,77.0,11.0,340.0,1008.1
2016,9,24,0,9.1,5.7,79.0,10.0,350.0,1007.8
2016,9,24,1,9.1,5.9,80.0,11.0,340.0,1007.8
2016,9,24,2,9.2,6.3,82.0,8.0,310.0,1007.8
2016,9,24,3,9.1,6.6,84.0,10.0,300.0,1007.3
2016,9,24,4,8.3,6.4,88.0,7.0,280.0,1007.2
2016,9,24,5,7.2,5.5,89.0,5.0,270.0,1007.3
2016,9,24,6,7.2,5.5,89.0,10.0,240.0,1007.9
2016,9,24,7,7.1,4.9,86.0,9.0,270.0,1007.9
2016,9,24,8,10.2,6.6,78.0,15.0,280.0,1008.0
2016,9,24,9,12.1,8.0,76.0,16.0,280.0,1007.8
2016,9,24,10,13.2,4.2,54.0,16.0,280.0,1007.5
2016,9,24,11,14.0,6.4,60.0,10.0,300.0,1006.8
2016,9,24,12,12.9,6.5,65.0,14.0,300.0,1006.0
2016,9,24,13,12.7,6.8,67.0,21.0,330.0,1005.2
2016,9,24,14,12.5,5.9,64.0,17.0,310.0,1005.3
2016,9,24,15,10.3,6.5,77.0,13.0,330.0,1005.8
2016,9,24,16,10.9,4.2,63.0,20.0,340.0,1006.0
2016,9,24,17,10.6,4.3,65.0,12.0,340.0,1006.0
2016,9,24,18,8.8,2.6,65.0,9.0,330.0,1005.9
2016,9,24,19,8.7,3.8,71.0,18.0,270.0,1006.3
2016,9,24,20,8.6,3.5,70.0,8.0,290.0,1006.2
2016,9,24,21,6.3,3.1,80.0,3.0,290.0,1005.7
2016,9,24,22,7.5,4.1,79.0,9.0,270.0,1005.1
2016,9,24,23,7.6,2.7,71.0,10.0,300.0,1004.6
2016,9,25,0,7.2,2.9,74.0,13.0,290.0,1004.1
2016,9,25,1,7.3,3.0,74.0,16.0,290.0,1003.7
2016,9,25,2,6.7,4.4,85.0,14.0,300.0,1003.5
2016,9,25,3,6.5,5.0,90.0,13.0,310.0,1003.1
2016,9,25,4,6.5,4.2,85.0,9.0,320.0,1002.6
2016,9,25,5,6.6,4.6,87.0,18.0,320.0,1002.6
2016,9,25,6,5.8,4.1,89.0,9.0,330.0,1003.0
2016,9,25,7,6.2,4.2,87.0,14.0,300.0,1002.9
2016,9,25,8,7.7,5.5,86.0,16.0,290.0,1002.9
2016,9,25,9,7.8,5.8,87.0,9.0,280.0,1003.1
2016,9,25,10,9.8,5.2,73.0,16.0,340.0,1003.1
2016,9,25,11,10.6,4.8,67.0,23.0,330.0,1003.1
2016,9,25,12,9.1,6.2,82.0,18.0,340.0,1003.5
2016,9,25,13,9.4,4.4,71.0,22.0,320.0,1003.7
2016,9,25,14,10.0,4.6,69.0,21.0,330.0,1003.9
2016,9,25,15,11.4,3.7,59.0,25.0,350.0,1004.0
2016,9,25,16,9.9,3.9,66.0,16.0,360.0,1004.3
2016,9,25,17,8.0,3.7,74.0,17.0,340.0,1004.6
2016,9,25,18,7.7,5.2,84.0,16.0,310.0,1005.0
2016,9,25,19,8.6,4.4,75.0,15.0,340.0,1005.4
2016,9,25,20,9.0,4.3,72.0,14.0,330.0,1005.9
2016,9,25,21,8.7,5.5,80.0,12.0,340.0,1006.2
2016,9,25,22,9.9,4.1,67.0,20.0,350.0,1006.3
2016,9,25,23,9.8,4.0,67.0,19.0,330.0,1006.4
2016,9,26,0,8.4,5.4,81.0,7.0,300.0,1006.2
2016,9,26,1,8.6,5.9,83.0,14.0,330.0,1006.6
2016,9,26,2,7.8,5.1,83.0,13.0,340.0,1006.6
2016,9,26,3,7.9,4.3,78.0,12.0,340.0,1006.8
2016,9,26,4,7.7,3.6,75.0,14.0,340.0,1007.2
2016,9,26,5,7.7,4.3,79.0,19.0,340.0,1007.7
2016,9,26,6,7.7,2.2,68.0,16.0,350.0,1008.3
2016,9,26,7,7.3,4.5,82.0,16.0,350.0,1009.2
2016,9,26,8,9.0,3.7,69.0,17.0,340.0,1009.7
2016,9,26,9,9.3,2.2,61.0,14.0,340.0,1010.2
2016,9,26,10,10.3,2.9,60.0,22.0,360.0,1010.2
2016,9,26,11,10.6,2.5,57.0,28.0,340.0,1010.4
2016,9,26,12,10.7,4.2,64.0,17.0,350.0,1010.7
2016,9,26,13,11.4,4.0,60.0,16.0,330.0,1010.1
2016,9,26,14,11.0,4.9,66.0,12.0,290.0,1009.6
2016,9,26,15,10.9,4.8,66.0,16.0,320.0,1009.0
2016,9,26,16,11.5,5.6,67.0,8.0,280.0,1008.7
2016,9,26,17,11.9,4.4,60.0,14.0,270.0,1008.4
2016,9,26,18,10.3,4.7,68.0,7.0,290.0,1008.6
2016,9,26,19,9.2,4.8,74.0,6.0,250.0,1008.9
2016,9,26,20,8.9,5.3,78.0,9.0,230.0,1008.7
2016,9,26,21,8.9,5.3,78.0,9.0,210.0,1008.2
2016,9,26,22,8.7,6.2,84.0,11.0,250.0,1007.7
2016,9,26,23,8.3,5.9,85.0,12.0,260.0,1007.2
2016,9,27,0,8.4,5.9,84.0,8.0,260.0,1007.0
2016,9,27,1,8.4,6.9,90.0,16.0,240.0,1006.8
2016,9,27,2,9.1,6.4,83.0,13.0,250.0,1006.5
2016,9,27,3,9.2,6.1,81.0,16.0,260.0,1006.2
2016,9,27,4,9.0,5.6,79.0,13.0,260.0,1006.0
2016,9,27,5,8.7,5.5,80.0,17.0,260.0,1005.9
2016,9,27,6,8.8,5.7,81.0,14.0,250.0,1006.2
2016,9,27,7,9.2,6.1,81.0,14.0,260.0,1006.4
2016,9,27,8,10.2,6.9,80.0,14.0,260.0,1006.7
2016,9,27,9,11.0,7.2,77.0,19.0,250.0,1007.5
2016,9,27,10,11.4,7.5,77.0,17.0,280.0,1007.9
2016,9,27,11,11.6,7.6,76.0,15.0,280.0,1008.6
2016,9,27,12,11.6,8.3,80.0,11.0,290.0,1008.6
2016,9,27,13,11.4,7.9,79.0,11.0,340.0,1008.7
2016,9,27,14,12.0,8.7,80.0,9.0,330.0,1009.1
2016,9,27,15,11.7,8.4,80.0,22.0,40.0,1010.2
2016,9,27,16,10.9,7.6,80.0,24.0,50.0,1010.5
2016,9,27,17,9.7,7.3,85.0,21.0,50.0,1011.5
2016,9,27,18,9.3,6.1,80.0,20.0,60.0,1012.3
2016,9,27,19,8.9,6.0,82.0,17.0,60.0,1013.2
2016,9,27,20,8.8,5.2,78.0,15.0,50.0,1014.2
2016,9,27,21,8.9,4.7,75.0,16.0,70.0,1014.0
2016,9,27,22,8.9,4.7,75.0,16.0,60.0,1014.6
2016,9,27,23,9.0,4.8,75.0,17.0,60.0,1015.2
2016,9,28,0,9.2,4.4,72.0,17.0,60.0,1015.5
2016,9,28,1,9.3,5.1,75.0,15.0,60.0,1015.7
2016,9,28,2,9.5,5.5,76.0,16.0,40.0,1016.2
2016,9,28,3,9.7,5.5,75.0,11.0,50.0,1017.0
2016,9,28,4,9.7,5.7,76.0,12.0,60.0,1017.4
2016,9,28,5,9.5,5.5,76.0,11.0,50.0,1018.4
2016,9,28,6,9.7,5.7,76.0,12.0,50.0,1019.0
2016,9,28,7,9.9,6.6,80.0,9.0,50.0,1019.7
2016,9,28,8,11.8,6.6,70.0,16.0,60.0,1020.8
2016,9,28,9,11.9,5.4,64.0,24.0,30.0,1021.3
2016,9,28,10,13.3,6.0,61.0,17.0,40.0,1021.9
2016,9,28,11,13.6,6.3,61.0,17.0,50.0,1022.0
2016,9,28,12,14.6,7.2,61.0,17.0,50.0,1022.2
2016,9,28,13,14.0,6.4,60.0,14.0,50.0,1022.1
2016,9,28,14,13.6,7.0,64.0,16.0,20.0,1022.6
2016,9,28,15,13.3,7.1,66.0,18.0,20.0,1023.1
2016,9,28,16,13.0,7.5,69.0,14.0,30.0,1023.4
2016,9,28,17,12.9,7.6,70.0,9.0,50.0,1023.6
2016,9,28,18,11.9,9.5,85.0,15.0,50.0,1023.8
2016,9,28,19,11.5,9.6,88.0,13.0,60.0,1024.1
2016,9,28,20,11.5,10.3,92.0,13.0,50.0,1024.6
2016,9,28,21,11.4,10.3,93.0,11.0,50.0,1024.7
2016,9,28,22,11.5,10.6,94.0,9.0,40.0,1024.9
2016,9,28,23,11.6,9.9,89.0,11.0,50.0,1024.7
2016,9,29,0,11.6,9.4,86.0,12.0,60.0,1024.4
2016,9,29,1,11.5,9.1,85.0,10.0,40.0,1024.3
2016,9,29,2,11.0,8.9,87.0,11.0,30.0,1023.8
2016,9,29,3,11.1,8.9,86.0,13.0,40.0,1023.7
2016,9,29,4,11.2,8.8,85.0,11.0,40.0,1024.3
2016,9,29,5,11.2,10.0,92.0,15.0,30.0,1024.3
2016,9,29,6,11.1,9.2,88.0,20.0,20.0,1024.7
2016,9,29,7,11.4,8.8,84.0,22.0,30.0,1025.0
2016,9,29,8,12.6,8.7,77.0,28.0,20.0,1025.1
2016,9,29,9,11.9,8.6,80.0,19.0,10.0,1025.6
2016,9,29,10,11.2,9.5,89.0,17.0,360.0,1025.8
2016,9,29,11,11.7,10.5,92.0,29.0,20.0,1025.8
2016,9,29,12,11.8,8.7,81.0,32.0,10.0,1025.9
2016,9,29,13,12.9,8.6,75.0,26.0,10.0,1026.1
2016,9,29,14,12.3,7.6,73.0,29.0,10.0,1026.2
2016,9,29,15,12.3,7.2,71.0,20.0,350.0,1026.5
2016,9,29,16,11.0,6.6,74.0,18.0,350.0,1026.9
2016,9,29,17,10.3,6.3,76.0,19.0,10.0,1026.9
2016,9,29,18,9.4,5.8,78.0,21.0,10.0,1026.5
2016,9,29,19,8.9,5.7,80.0,14.0,10.0,1026.9
2016,9,29,20,8.7,6.0,83.0,13.0,10.0,1026.8
2016,9,29,21,8.0,5.8,86.0,8.0,10.0,1027.0
2016,9,29,22,6.8,4.5,85.0,10.0,330.0,1027.4
2016,9,29,23,7.2,4.7,84.0,6.0,320.0,1027.1
2016,9,30,0,6.2,4.5,89.0,8.0,260.0,1027.0
2016,9,30,1,5.9,4.4,90.0,9.0,270.0,1027.1
2016,9,30,2,6.0,4.5,90.0,5.0,280.0,1027.0
2016,9,30,3,5.6,4.4,92.0,10.0,300.0,1026.8
2016,9,30,4,6.2,5.2,93.0,8.0,320.0,1027.0
2016,9,30,5,6.2,4.9,91.0,8.0,310.0,1027.0
2016,9,30,6,5.7,4.4,91.0,10.0,300.0,1027.2
2016,9,30,7,7.5,5.8,89.0,7.0,280.0,1027.2
2016,9,30,8,9.6,7.7,88.0,9.0,280.0,1027.2
2016,9,30,9,12.4,9.3,81.0,7.0,280.0,1027.5
2016,9,30,10,14.1,7.9,66.0,8.0,300.0,1027.7
2016,9,30,11,15.5,7.6,59.0,10.0,340.0,1027.2
2016,9,30,12,15.8,6.6,54.0,12.0,340.0,1027.0
2016,9,30,13,16.4,8.2,58.0,8.0,350.0,1026.4
2016,9,30,14,16.9,5.6,47.0,10.0,310.0,1026.0
2016,9,30,15,17.1,4.2,42.0,9.0,10.0,1025.7
2016,9,30,16,16.4,8.5,59.0,10.0,20.0,1025.5
2016,9,30,17,14.2,7.8,65.0,7.0,360.0,1025.2
2016,9,30,18,11.2,8.1,81.0,2.0,360.0,1025.2
2016,9,30,19,8.8,7.6,92.0,1.0,0.0,1025.5
2016,9,30,20,8.5,7.0,90.0,4.0,240.0,1025.4
2016,9,30,21,9.8,7.8,87.0,10.0,230.0,1025.1
2016,9,30,22,9.3,6.8,84.0,7.0,240.0,1025.1
2016,9,30,23,9.5,6.2,80.0,10.0,260.0,1024.7
2016,10,1,0,9.9,6.1,77.0,10.0,260.0,1024.4
2016,10,1,1,8.9,5.5,79.0,5.0,280.0,1024.2
2016,10,1,2,8.2,5.3,82.0,5.0,270.0,1024.2
2016,10,1,3,9.2,5.4,77.0,8.0,250.0,1023.7
2016,10,1,4,8.9,6.0,82.0,12.0,240.0,1023.7
2016,10,1,5,9.1,7.4,89.0,8.0,260.0,1023.6
2016,10,1,6,9.1,7.2,88.0,5.0,280.0,1023.5
2016,10,1,7,9.8,7.6,86.0,5.0,270.0,1023.6
2016,10,1,8,12.0,8.7,80.0,8.0,280.0,1023.5
2016,10,1,9,14.6,9.0,69.0,7.0,260.0,1023.8
2016,10,1,10,16.1,9.6,65.0,8.0,250.0,1023.7
2016,10,1,11,17.1,5.8,47.0,8.0,280.0,1023.2
2016,10,1,12,18.0,7.5,50.0,6.0,260.0,1022.6
2016,10,1,13,17.9,8.0,52.0,5.0,240.0,1021.9
2016,10,1,14,18.3,6.9,47.0,7.0,270.0,1021.4
2016,10,1,15,18.6,6.9,46.0,6.0,260.0,1020.9
2016,10,1,16,18.0,9.2,56.0,7.0,260.0,1020.5
2016,10,1,17,15.8,8.8,63.0,11.0,230.0,1020.3
2016,10,1,18,13.9,8.6,70.0,9.0,260.0,1020.4
2016,10,1,19,11.0,8.8,86.0,3.0,280.0,1020.2
2016,10,1,20,9.1,8.0,93.0,3.0,300.0,1019.8
2016,10,1,21,8.1,7.0,93.0,2.0,360.0,1019.7
2016,10,1,22,7.5,6.6,94.0,4.0,230.0,1019.5
2016,10,1,23,8.1,7.4,95.0,6.0,240.0,1019.0
2016,10,2,0,8.3,7.2,93.0,3.0,360.0,1018.6
2016,10,2,1,8.0,7.3,95.0,1.0,360.0,1018.6
2016,10,2,2,9.2,8.1,93.0,3.0,180.0,1018.1
2016,10,2,3,10.7,9.9,95.0,5.0,170.0,1017.7
2016,10,2,4,9.7,9.1,96.0,3.0,180.0,1017.4
2016,10,2,5,10.1,9.7,97.0,3.0,160.0,1017.1
2016,10,2,6,9.8,9.4,97.0,3.0,160.0,1016.6
2016,10,2,7,10.6,10.2,97.0,3.0,360.0,1016.9
2016,10,2,8,11.1,10.8,98.0,3.0,360.0,1016.4
2016,10,2,9,12.9,12.4,97.0,7.0,180.0,1016.0
2016,10,2,10,13.5,11.4,87.0,8.0,160.0,1015.3
2016,10,2,11,14.1,11.1,82.0,11.0,190.0,1015.2
2016,10,2,12,14.2,10.1,76.0,8.0,230.0,1014.9
2016,10,2,13,14.1,10.0,76.0,11.0,200.0,1013.4
2016,10,2,14,15.8,10.0,68.0,13.0,240.0,1013.1
2016,10,2,15,16.4,8.2,58.0,14.0,260.0,1012.4
2016,10,2,16,15.9,7.2,56.0,17.0,250.0,1011.7
2016,10,2,17,15.1,5.7,53.0,9.0,240.0,1010.7
2016,10,2,18,12.5,7.0,69.0,11.0,200.0,1009.9
2016,10,2,19,10.0,8.0,87.0,5.0,230.0,1009.7
2016,10,2,20,11.2,9.6,90.0,11.0,220.0,1009.1
2016,10,2,21,11.1,9.2,88.0,8.0,230.0,1008.7
2016,10,2,22,11.1,9.0,87.0,7.0,230.0,1008.5
2016,10,2,23,12.0,9.8,86.0,7.0,230.0,1007.7
2016,10,3,0,11.8,10.9,94.0,12.0,250.0,1006.9
2016,10,3,1,11.8,11.2,96.0,9.0,250.0,1006.3
2016,10,3,2,12.1,11.6,97.0,9.0,220.0,1005.2
2016,10,3,3,12.2,11.7,97.0,9.0,240.0,1004.4
2016,10,3,4,12.3,11.8,97.0,11.0,240.0,1003.7
2016,10,3,5,12.3,11.7,96.0,14.0,260.0,1003.7
2016,10,3,6,12.3,11.5,95.0,12.0,280.0,1004.5
2016,10,3,7,12.4,11.0,91.0,17.0,320.0,1005.1
2016,10,3,8,12.2,9.8,85.0,22.0,10.0,1005.9
2016,10,3,9,10.4,7.7,83.0,32.0,10.0,1007.5
2016,10,3,10,9.9,5.7,75.0,32.0,20.0,1008.7
2016,10,3,11,11.1,5.0,66.0,35.0,20.0,1009.9
2016,10,3,12,10.5,3.6,62.0,43.0,20.0,1010.8
2016,10,3,13,10.2,2.6,59.0,31.0,10.0,1011.3
2016,10,3,14,10.2,2.8,60.0,32.0,20.0,1012.1
2016,10,3,15,10.1,1.3,54.0,21.0,350.0,1013.1
2016,10,3,16,9.3,1.3,57.0,24.0,350.0,1013.8
2016,10,3,17,9.0,1.7,60.0,18.0,350.0,1014.7
2016,10,3,18,7.2,1.7,68.0,11.0,360.0,1015.5
2016,10,3,19,6.4,1.5,71.0,10.0,360.0,1016.0
2016,10,3,20,6.2,1.4,71.0,9.0,10.0,1016.9
2016,10,3,21,4.7,1.2,78.0,13.0,10.0,1017.2
2016,10,3,22,4.4,0.6,76.0,8.0,10.0,1018.0
2016,10,3,23,4.4,0.7,77.0,7.0,350.0,1018.4
2016,10,4,0,3.4,0.3,80.0,3.0,330.0,1019.0
2016,10,4,1,3.4,0.6,82.0,4.0,250.0,1019.8
2016,10,4,2,3.0,0.6,84.0,8.0,250.0,1020.1
2016,10,4,3,3.8,0.9,81.0,9.0,270.0,1020.5
2016,10,4,4,3.5,0.6,81.0,7.0,260.0,1021.3
2016,10,4,5,3.4,0.6,82.0,8.0,290.0,1021.7
2016,10,4,6,3.4,1.5,87.0,8.0,280.0,1022.3
2016,10,4,7,6.5,2.8,77.0,11.0,290.0,1023.0
2016,10,4,8,7.2,3.6,78.0,9.0,270.0,1023.5
2016,10,4,9,9.4,4.8,73.0,13.0,280.0,1023.7
2016,10,4,10,9.9,3.9,66.0,11.0,280.0,1024.2
2016,10,4,11,12.0,3.6,56.0,10.0,250.0,1024.2
2016,10,4,12,12.2,4.2,58.0,6.0,280.0,1024.1
2016,10,4,13,13.1,4.3,55.0,7.0,290.0,1023.6
2016,10,4,14,13.7,3.5,50.0,10.0,320.0,1023.2
2016,10,4,15,13.4,5.4,58.0,21.0,200.0,1022.6
2016,10,4,16,12.4,4.2,57.0,16.0,220.0,1022.7
2016,10,4,17,11.8,2.3,52.0,13.0,240.0,1023.0
2016,10,4,18,8.2,2.3,66.0,5.0,220.0,1022.6
2016,10,4,19,8.9,3.1,67.0,8.0,210.0,1022.7
2016,10,4,20,8.6,5.0,78.0,10.0,210.0,1022.7
2016,10,4,21,6.6,3.8,82.0,5.0,210.0,1022.8
2016,10,4,22,8.0,5.0,81.0,6.0,250.0,1022.2
2016,10,4,23,7.0,4.8,86.0,8.0,260.0,1021.8
2016,10,5,0,7.0,4.5,84.0,9.0,240.0,1022.0
2016,10,5,1,6.8,4.5,85.0,13.0,240.0,1022.3
2016,10,5,2,7.3,5.3,87.0,14.0,240.0,1022.3
2016,10,5,3,6.9,5.1,88.0,10.0,240.0,1021.8
2016,10,5,4,7.3,5.9,91.0,10.0,250.0,1021.2
2016,10,5,5,6.8,5.1,89.0,10.0,270.0,1020.7
2016,10,5,6,7.0,5.2,88.0,14.0,240.0,1020.9
2016,10,5,7,7.6,5.6,87.0,14.0,240.0,1021.0
2016,10,5,8,10.0,6.9,81.0,18.0,240.0,1021.3
2016,10,5,9,11.6,7.0,73.0,17.0,250.0,1021.7
2016,10,5,10,13.9,8.6,70.0,16.0,230.0,1021.2
2016,10,5,11,15.9,10.1,68.0,14.0,220.0,1020.5
2016,10,5,12,16.6,10.1,65.0,17.0,250.0,1020.1
2016,10,5,13,16.9,10.4,65.0,19.0,240.0,1019.3
2016,10,5,14,17.6,10.1,61.0,17.0,230.0,1018.8
2016,10,5,15,17.9,10.1,60.0,18.0,230.0,1018.4
2016,10,5,16,17.8,10.0,60.0,16.0,240.0,1017.6
2016,10,5,17,16.8,9.8,63.0,13.0,250.0,1017.7
2016,10,5,18,14.7,9.8,72.0,8.0,230.0,1017.8
2016,10,5,19,13.1,9.4,78.0,9.0,240.0,1017.7
2016,10,5,20,12.5,9.9,84.0,13.0,240.0,1017.8
2016,10,5,21,11.6,9.5,87.0,15.0,240.0,1018.0
2016,10,5,22,10.9,9.2,89.0,12.0,230.0,1017.9
2016,10,5,23,11.4,9.8,90.0,15.0,240.0,1017.6
2016,10,6,0,10.8,9.7,93.0,14.0,240.0,1017.5
2016,10,6,1,10.8,9.6,92.0,16.0,240.0,1017.5
2016,10,6,2,10.7,9.6,93.0,16.0,240.0,1017.2
2016,10,6,3,10.4,9.2,92.0,12.0,260.0,1016.6
2016,10,6,4,9.5,8.4,93.0,5.0,270.0,1016.6
2016,10,6,5,9.8,8.7,93.0,9.0,250.0,1016.6
2016,10,6,6,9.5,8.8,95.0,9.0,270.0,1016.9
2016,10,6,7,9.7,9.1,96.0,5.0,280.0,1017.4
2016,10,6,8,11.9,11.0,94.0,8.0,270.0,1017.5
2016,10,6,9,13.8,11.0,83.0,8.0,260.0,1017.5
2016,10,6,10,15.9,11.9,77.0,3.0,260.0,1017.6
2016,10,6,11,17.6,12.4,71.0,4.0,230.0,1017.2
2016,10,6,12,19.2,13.2,68.0,6.0,220.0,1016.6
2016,10,6,13,19.4,13.4,68.0,14.0,180.0,1015.8
2016,10,6,14,19.8,12.7,63.0,19.0,190.0,1015.5
2016,10,6,15,20.1,10.9,55.0,13.0,250.0,1015.1
2016,10,6,16,19.4,9.7,53.0,15.0,250.0,1015.2
2016,10,6,17,18.1,10.3,60.0,12.0,240.0,1015.1
2016,10,6,18,14.0,10.3,78.0,5.0,240.0,1015.3
2016,10,6,19,15.1,10.4,73.0,14.0,240.0,1015.8
2016,10,6,20,13.8,10.3,79.0,10.0,230.0,1015.8
2016,10,6,21,13.2,10.4,83.0,14.0,240.0,1016.0
2016,10,6,22,12.5,10.6,88.0,12.0,240.0,1016.0
2016,10,6,23,12.2,11.0,92.0,10.0,250.0,1015.8
2016,10,7,0,12.0,10.4,90.0,10.0,250.0,1015.5
2016,10,7,1,12.3,10.6,89.0,12.0,260.0,1015.4
2016,10,7,2,12.0,10.4,90.0,8.0,270.0,1015.1
2016,10,7,3,14.0,10.3,78.0,13.0,290.0,1015.3
2016,10,7,4,14.1,10.4,78.0,15.0,290.0,1015.6
2016,10,7,5,13.0,10.0,82.0,10.0,300.0,1015.5
2016,10,7,6,12.6,10.2,85.0,9.0,300.0,1015.8
2016,10,7,7,11.5,9.9,90.0,10.0,310.0,1016.2
2016,10,7,8,14.4,11.8,84.0,15.0,320.0,1016.6
2016,10,7,9,16.4,12.2,76.0,13.0,330.0,1017.1
2016,10,7,10,18.4,12.5,68.0,13.0,310.0,1017.2
2016,10,7,11,20.2,11.8,58.0,14.0,320.0,1017.0
2016,10,7,12,21.3,13.6,61.0,12.0,330.0,1016.7
2016,10,7,13,21.5,12.5,56.0,12.0,300.0,1016.3
2016,10,7,14,21.7,12.4,55.0,10.0,280.0,1016.3
2016,10,7,15,22.2,12.9,55.0,10.0,260.0,1016.3
2016,10,7,16,21.4,12.4,56.0,16.0,280.0,1016.1
2016,10,7,17,19.8,12.4,62.0,7.0,270.0,1016.1
2016,10,7,18,17.3,11.6,69.0,9.0,260.0,1016.1
2016,10,7,19,16.4,11.2,71.0,10.0,270.0,1016.3
2016,10,7,20,16.1,11.5,74.0,15.0,250.0,1016.3
2016,10,7,21,15.5,10.9,74.0,13.0,250.0,1016.3
2016,10,7,22,14.5,10.9,79.0,7.0,240.0,1016.3
2016,10,7,23,14.0,11.4,84.0,13.0,250.0,1016.4
2016,10,8,0,15.2,10.9,75.0,11.0,290.0,1016.3
2016,10,8,1,14.2,9.5,73.0,5.0,300.0,1016.2
2016,10,8,2,11.0,9.3,89.0,5.0,190.0,1016.5
2016,10,8,3,11.5,10.3,92.0,7.0,170.0,1016.5
2016,10,8,4,11.1,10.2,94.0,9.0,180.0,1016.4
2016,10,8,5,10.1,9.0,93.0,6.0,200.0,1016.4
2016,10,8,6,10.8,10.2,96.0,9.0,210.0,1016.2
2016,10,8,7,10.6,10.2,97.0,9.0,180.0,1016.5
2016,10,8,8,15.0,14.1,94.0,10.0,180.0,1016.2
2016,10,8,9,16.6,12.4,76.0,13.0,210.0,1016.7
2016,10,8,10,18.7,11.1,61.0,18.0,200.0,1016.6
2016,10,8,11,19.8,11.4,58.0,22.0,180.0,1016.1
2016,10,8,12,19.9,11.8,59.0,27.0,190.0,1015.9
2016,10,8,13,21.4,11.3,52.0,26.0,180.0,1014.6
2016,10,8,14,21.3,10.9,51.0,32.0,190.0,1014.0
2016,10,8,15,21.8,11.7,52.0,29.0,180.0,1013.1
2016,10,8,16,20.8,9.8,49.0,26.0,200.0,1013.0
2016,10,8,17,19.2,8.4,49.0,24.0,190.0,1013.2
2016,10,8,18,18.1,9.0,55.0,26.0,180.0,1012.7
2016,10,8,19,17.1,9.8,62.0,28.0,170.0,1012.4
2016,10,8,20,15.8,9.8,67.0,21.0,180.0,1012.3
